_id,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11,card12,card13,card14,card15,card16,card17,card18,card19,card20,card21,card22,card23,card24,card25,card26,card27,card28,card29,card30,card31,card32,card33,card34,card35,card36,card37,card38,card39,card40,card41,card42,card43,card44,card45,card46,card47,card48,card49,card50,card51,card52,gameId,playerId,handNumber,strategy,bidSelfOrder,bidSelfBid,bidRightBid,bidPartnerBid,bidLeftBid,scoreSelfTeamScore,scoreSelfTeamBags,scoreOtherTeamScore,scoreOtherTeamBags,tricksTaken,scoreChange,bagsChange,finalBags,winner,finalScore
ObjectId(59fe28d7f57e7a65e3a914b9),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,dHo6rYlyj5ceNHJ0lJnljUai8mlG1Q,YHuZUw7USY,6,randFromNumberOfSpades,2,5,Nil,,,-43,5,2,3,8,10,0,0,0,-52
ObjectId(59fe28d7f57e7a65e3a914bb),0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,dHo6rYlyj5ceNHJ0lJnljUai8mlG1Q,cWBHN4y9hz,6,randFromNumberOfSpades,4,5,6,5,Nil,-43,5,2,3,2,10,0,0,0,-52
ObjectId(59fe29ddf57e7a65e3a91e90),0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,i1tHxkmDIjrZ9HBnB8oYikFACDKGBo,IYLRvi2G4v,11,randFromNumberOfSpades,1,8,,,,-8,8,-41,6,6,10,0,8,1,2
ObjectId(59fe29ddf57e7a65e3a91e92),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,i1tHxkmDIjrZ9HBnB8oYikFACDKGBo,3bTBwIo0EE,11,randFromNumberOfSpades,3,2,5,8,,-8,8,-41,6,4,10,0,8,1,2
ObjectId(59fe2da6f57e7a65e3a926c3),0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,i6Y1J0RIVNJu14nH8iUuZssC1rkpCG,xNwIMAGpuH,5,randFromNumberOfSpades,2,8,5,,,-11,0,-4,1,7,10,0,0,1,-61
ObjectId(59fe2da6f57e7a65e3a926c5),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,i6Y1J0RIVNJu14nH8iUuZssC1rkpCG,wzMMujQpIv,5,randFromNumberOfSpades,4,2,4,8,5,-11,0,-4,1,3,10,0,0,1,-61
ObjectId(59fe9fc1cfb0a004a0586989),1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,MMQrXRFaj9t3lYcfytBmSEzMXovdIC,XxVEcRroOr,8,randFromNumberOfSpades,1,5,,,,-16,1,-53,6,4,10,0,4,1,-19
ObjectId(59fe9fc1cfb0a004a058698b),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,MMQrXRFaj9t3lYcfytBmSEzMXovdIC,i2Dgs9NvmY,8,randFromNumberOfSpades,3,5,2,5,,-16,1,-53,6,6,10,0,4,1,-19
ObjectId(59fea1cecfb0a004a05871da),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,Ci7TYHiyLFPzNUcjThow6t1RpOhY2W,Ol67SN4CLV,14,randFromNumberOfSpades,2,8,6,,,-43,4,-21,4,6,10,0,4,1,-51
ObjectId(59fea1cecfb0a004a05871dc),0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Ci7TYHiyLFPzNUcjThow6t1RpOhY2W,N55VD673x5,14,randFromNumberOfSpades,4,2,Nil,8,6,-43,4,-21,4,4,10,0,4,1,-51
ObjectId(59fea23fcfb0a004a058739a),0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,H1aqxZlLt9EyqGJfmHAKtddVvHHkyN,IMHxnAsByx,6,randFromNumberOfSpades,2,6,3,,,8,6,-28,6,7,10,0,9,1,18
ObjectId(59fea23fcfb0a004a058739c),0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,H1aqxZlLt9EyqGJfmHAKtddVvHHkyN,jhIXjVGg02,6,randFromNumberOfSpades,4,4,2,6,3,8,6,-28,6,3,10,0,9,1,18
ObjectId(59fe26f6f57e7a65e3a90259),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,kknzXyHRBEsa49cQiZG0TWUxzuXjob,3N5bXlodMn,6,randFromNumberOfSpades,2,5,3,,,-25,3,3,3,7,9,0,3,0,-55
ObjectId(59fe26f6f57e7a65e3a9025b),1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,UWw2ncQaYv,6,randFromNumberOfSpades,4,4,5,5,3,-25,3,3,3,2,9,0,3,0,-55
ObjectId(59fe28a2f57e7a65e3a912c0),0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,WiAiqqhVO7ky5oMyilnoRo06vtwVnc,mkNypuVYfx,26,randFromNumberOfSpades,1,6,,,,-40,8,-11,9,2,9,0,9,0,-51
ObjectId(59fe28a2f57e7a65e3a912c2),0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,WiAiqqhVO7ky5oMyilnoRo06vtwVnc,Mp0yJZ7732,26,randFromNumberOfSpades,3,3,5,6,,-40,8,-11,9,7,9,0,9,0,-51
ObjectId(59fe291cf57e7a65e3a91759),0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,4f5ulvtPIl0SHoug2dtVwfYulah26B,4vYKTEpBPb,8,randFromNumberOfSpades,2,3,2,,,-37,8,-8,4,5,9,0,4,0,-64
ObjectId(59fe291cf57e7a65e3a9175b),0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4f5ulvtPIl0SHoug2dtVwfYulah26B,WUFzbjLNsp,8,randFromNumberOfSpades,4,6,4,3,2,-37,8,-8,4,4,9,0,4,0,-64
ObjectId(59fe2950f57e7a65e3a91951),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,4f5ulvtPIl0SHoug2dtVwfYulah26B,fCUdDH6x7q,17,randFromNumberOfSpades,2,3,2,,,-28,3,-43,4,2,9,0,5,1,2
ObjectId(59fe2951f57e7a65e3a91953),0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,4f5ulvtPIl0SHoug2dtVwfYulah26B,dpNR98vJrf,17,randFromNumberOfSpades,4,6,3,3,2,-28,3,-43,4,7,9,0,5,1,2
ObjectId(59fe2962f57e7a65e3a919f8),1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4f5ulvtPIl0SHoug2dtVwfYulah26B,dpNR98vJrf,20,randFromNumberOfSpades,1,2,,,,-7,5,-55,4,1,9,0,5,1,2
ObjectId(59fe2962f57e7a65e3a919fa),0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,4f5ulvtPIl0SHoug2dtVwfYulah26B,fCUdDH6x7q,20,randFromNumberOfSpades,3,7,4,2,,-7,5,-55,4,8,9,0,5,1,2
ObjectId(59fe3d73f57e7a66c03ad4ec),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,a8aZRMCPsM,2,randFromNumberOfSpades,2,7,2,,,8,3,-6,0,4,9,0,0,1,-56
ObjectId(59fe3d73f57e7a66c03ad4ee),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,U2qLkel9E16jMy3427pAiS0dQpLMCl,tGw65O5fit,2,randFromNumberOfSpades,4,2,1,7,2,8,3,-6,0,5,9,0,0,1,-56
ObjectId(59fe4374f57e7a66c03adfa3),0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,o8ek2ZBhvMub4zD6H8BMu343dEUcDl,vqlsK5gNS2,11,randFromNumberOfSpades,1,2,,,,-28,4,3,6,3,9,0,2,1,-58
ObjectId(59fe4374f57e7a66c03adfa5),0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,o8ek2ZBhvMub4zD6H8BMu343dEUcDl,IAmm2eZZYy,11,randFromNumberOfSpades,3,7,2,2,,-28,4,3,6,6,9,0,2,1,-58
ObjectId(59fe4559f57e7a66c03ae31c),1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,YJCYgS501lfXmdtFuKMWN0iNUoOSdV,IA2azVJnLD,4,randFromNumberOfSpades,2,4,4,,,7,2,-17,0,4,9,0,3,1,20
ObjectId(59fe455af57e7a66c03ae320),0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,YJCYgS501lfXmdtFuKMWN0iNUoOSdV,eZ1TiijAWH,4,randFromNumberOfSpades,4,5,Nil,4,4,7,2,-17,0,5,9,0,3,1,20
ObjectId(59fe464cf57e7a66c03ae4e4),0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,a77KFP5sOjEDEXDTtfCMBdjUJIgAlP,laV1VlyeIL,9,randFromNumberOfSpades,2,5,4,,,-40,9,-43,2,4,9,0,9,0,-60
ObjectId(59fe464cf57e7a66c03ae4e6),0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,a77KFP5sOjEDEXDTtfCMBdjUJIgAlP,yKmc6yB4SX,9,randFromNumberOfSpades,4,4,3,5,4,-40,9,-43,2,5,9,0,9,0,-60
ObjectId(59fe68c6b54a4500a2193105),0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,yRStPLqP9LuwSd8P5P6vAuMNZNoYw0,ke43MfvCy3,6,randFromNumberOfSpades,1,5,,,,-28,0,-14,3,6,9,0,8,1,-32
ObjectId(59fe68c7b54a4500a2193107),1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,yRStPLqP9LuwSd8P5P6vAuMNZNoYw0,zh2mnFtPPm,6,randFromNumberOfSpades,3,4,3,5,,-28,0,-14,3,3,9,0,8,1,-32
ObjectId(59fe6927b54a4500a219328e),0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,yRStPLqP9LuwSd8P5P6vAuMNZNoYw0,ke43MfvCy3,13,randFromNumberOfSpades,2,4,2,,,-54,5,-39,4,5,9,0,8,1,-32
ObjectId(59fe6927b54a4500a2193290),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,yRStPLqP9LuwSd8P5P6vAuMNZNoYw0,zh2mnFtPPm,13,randFromNumberOfSpades,4,5,Nil,4,2,-54,5,-39,4,4,9,0,8,1,-32
ObjectId(59fea05acfb0a004a0586bf1),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,O7ag9mKkTge44EwYHCStrvxPsuOv5W,cooF5VyMHK,6,randFromNumberOfSpades,1,5,,,,-6,5,-42,2,7,9,0,5,1,2
ObjectId(59fea05acfb0a004a0586bf3),0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,O7ag9mKkTge44EwYHCStrvxPsuOv5W,smtkUAo42n,6,randFromNumberOfSpades,3,4,3,5,,-6,5,-42,2,2,9,0,5,1,2
ObjectId(59fe26fcf57e7a65e3a90291),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,Hil4kn4uad,7,randFromNumberOfSpades,2,5,Nil,,,-5,3,-16,3,6,8,0,7,1,7
ObjectId(59fe26fcf57e7a65e3a90293),0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,DnHMdszUYj,7,randFromNumberOfSpades,4,3,Nil,5,Nil,-5,3,-16,3,2,8,0,7,1,7
ObjectId(59fe2746f57e7a65e3a90569),1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,MTdDsymBJDZq0AAai7OsUFJJAG26qR,zE8FhlDeFJ,7,randFromNumberOfSpades,2,2,2,,,-24,8,-23,2,2,8,0,2,0,-59
ObjectId(59fe2746f57e7a65e3a9056b),0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,MTdDsymBJDZq0AAai7OsUFJJAG26qR,erOjWTZW5t,7,randFromNumberOfSpades,4,6,5,2,2,-24,8,-23,2,6,8,0,2,0,-59
ObjectId(59fe289cf57e7a65e3a91288),0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,WiAiqqhVO7ky5oMyilnoRo06vtwVnc,I0oPuJE0gr,25,randFromNumberOfSpades,1,6,,,,-19,9,-32,8,6,8,0,9,1,-12
ObjectId(59fe289cf57e7a65e3a9128a),1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,WiAiqqhVO7ky5oMyilnoRo06vtwVnc,ofonIZPbkZ,25,randFromNumberOfSpades,3,2,2,6,,-19,9,-32,8,2,8,0,9,1,-12
ObjectId(59fe28e2f57e7a65e3a91528),0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,dHo6rYlyj5ceNHJ0lJnljUai8mlG1Q,44QIJMgJTj,8,randFromNumberOfSpades,1,4,,,,-28,3,-28,6,4,8,0,3,1,-43
ObjectId(59fe28e2f57e7a65e3a9152a),1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,dHo6rYlyj5ceNHJ0lJnljUai8mlG1Q,F89ofOgqsX,8,randFromNumberOfSpades,3,4,3,4,,-28,3,-28,6,4,8,0,3,1,-43
ObjectId(59fe295cf57e7a65e3a919c1),0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4f5ulvtPIl0SHoug2dtVwfYulah26B,dpNR98vJrf,19,randFromNumberOfSpades,2,2,8,,,-15,5,-41,4,2,8,0,5,1,2
ObjectId(59fe295cf57e7a65e3a919c3),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,4f5ulvtPIl0SHoug2dtVwfYulah26B,fCUdDH6x7q,19,randFromNumberOfSpades,4,6,6,2,8,-15,5,-41,4,6,8,0,5,1,2
ObjectId(59fe2d94f57e7a65e3a9261a),0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,i6Y1J0RIVNJu14nH8iUuZssC1rkpCG,xNwIMAGpuH,2,randFromNumberOfSpades,1,5,,,,-13,0,6,1,2,8,0,0,1,-61
ObjectId(59fe2d94f57e7a65e3a9261c),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,i6Y1J0RIVNJu14nH8iUuZssC1rkpCG,wzMMujQpIv,2,randFromNumberOfSpades,3,3,4,5,,-13,0,6,1,6,8,0,0,1,-61
ObjectId(59fe3206f57e7a66c03ac05c),0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3cUqzzxAi3Mpc7l1rvTl5y9B8VUYNH,af2O0ktKgk,8,randFromNumberOfSpades,2,5,4,,,-48,2,-20,2,7,8,0,6,0,-71
ObjectId(59fe3206f57e7a66c03ac05e),0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3cUqzzxAi3Mpc7l1rvTl5y9B8VUYNH,U6qkJN6ioe,8,randFromNumberOfSpades,4,3,5,5,4,-48,2,-20,2,1,8,0,6,0,-71
ObjectId(59fe36a2f57e7a66c03ac8ab),0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,42KreWXMPNaI8EgZDQxAtijhXmKewW,D8QtOq21Pr,4,randFromNumberOfSpades,1,3,,,,3,1,-11,4,3,8,0,6,0,-57
ObjectId(59fe36a2f57e7a66c03ac8ad),0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,42KreWXMPNaI8EgZDQxAtijhXmKewW,YbHVCIGN2W,4,randFromNumberOfSpades,3,5,5,3,,3,1,-11,4,5,8,0,6,0,-57
ObjectId(59fe3b80f57e7a66c03ad16b),0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,nFg25HdYl4Paqr5s5JtaslzyESH42q,nMWMysEnPM,5,randFromNumberOfSpades,1,6,,,,-2,4,12,4,3,8,0,2,0,-84
